,price,score,processor gen,type of core,no of threads,Ram,storage capacity,ppi,Warranty,brand_names_apple,brand_names_asus,brand_names_dell,brand_names_hp,brand_names_lenovo,brand_names_msi,brand_names_others,processor brand_Apple,processor brand_Intel,processor brand_others,processor type_celeron,processor type_i3,processor type_i5,processor type_i7,processor type_i9,processor type_m1,processor type_m2,processor type_others,processor type_pentium,processor type_ryzen,ram type_ddr4,ram type_ddr5,ram type_lpddr3,ram type_lpddr4,ram type_lpddr4x,ram type_lpddr5,ram type_ram,ram type_unified,storage type_SSD,OS_DOS,OS_Mac,OS_Windows,OS_Windows 10,OS_Windows 11,OS_others
79,56960,65.0,5.0,6.0,8.0,8,512.0,136.82653230324834,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
80,74500,60.0,11.0,4.0,8.0,8,256.0,157.3505121487356,1.0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
81,66990,,11.0,4.0,8.0,8,512.0,111.93520355955211,1.0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
82,45890,,11.0,2.0,8.0,8,512.0,157.3505121487356,1.0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0
83,32999,61.0,5.0,4.0,8.0,8,512.0,111.93520355955211,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0
84,45990,,11.0,4.0,8.0,8,512.0,141.21199808219862,1.0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
85,54990,72.0,11.0,4.0,8.0,8,512.0,141.21199808219862,1.0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0
86,26990,,,4.0,8.0,8,256.0,111.93520355955211,1.0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0
87,41990,60.0,10.0,4.0,8.0,8,512.0,157.3505121487356,,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0
88,18990,,,2.0,4.0,4,256.0,157.3505121487356,1.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0
89,39990,,12.0,6.0,8.0,8,512.0,141.21199808219862,1.0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0
90,50850,73.0,5.0,6.0,8.0,8,1024.0,141.21199808219862,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
91,50990,61.0,11.0,4.0,8.0,8,512.0,141.21199808219862,1.0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0
92,48990,65.0,5.0,6.0,8.0,8,512.0,141.21199808219862,1.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0
93,24999,,,4.0,8.0,8,256.0,157.3505121487356,1.0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0
94,38490,,,2.0,8.0,8,512.0,141.21199808219862,1.0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0
95,61990,73.0,12.0,8.0,16.0,16,512.0,241.8969521040155,1.0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0
96,66829,75.0,5.0,6.0,16.0,16,512.0,141.21199808219862,1.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0
97,139990,,,8.0,8.0,8,512.0,226.98300468106115,1.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0
98,36490,60.0,10.0,2.0,8.0,8,512.0,141.21199808219862,2.0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0
99,74990,63.0,12.0,12.0,16.0,16,512.0,242.5880862528841,1.0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0
100,19990,,,2.0,4.0,4,256.0,141.21199808219862,1.0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0
101,59990,61.0,11.0,4.0,8.0,8,512.0,185.42835130957658,1.0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0
102,72990,63.0,11.0,10.0,16.0,16,512.0,141.21199808219862,1.0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
103,52900,71.0,11.0,4.0,8.0,8,512.0,141.21199808219862,1.0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0
104,81990,69.0,12.0,8.0,16.0,16,512.0,141.21199808219862,1.0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0
105,66990,74.0,12.0,12.0,16.0,16,512.0,157.3505121487356,1.0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0
106,69990,74.0,12.0,12.0,8.0,8,512.0,141.21199808219862,1.0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0
107,29990,,3.0,2.0,8.0,8,256.0,111.93520355955211,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0
108,49350,68.0,5.0,6.0,8.0,8,512.0,141.21199808219862,1.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0
109,99500,76.0,12.0,10.0,16.0,16,1024.0,141.21199808219862,1.0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
110,28450,,3.0,2.0,8.0,8,256.0,100.45466986113651,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0
111,35385,,11.0,2.0,8.0,8,512.0,141.21199808219862,1.0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0
112,94990,79.0,12.0,14.0,16.0,16,512.0,141.21199808219862,1.0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
113,59999,67.0,12.0,12.0,8.0,8,512.0,141.21199808219862,1.0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0
114,52106,65.0,12.0,6.0,8.0,8,256.0,,,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0
